id,text,source,user_id,truncated,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_screen_name,retweeted_status_id,geo,place,contributors,retweet_count,reply_count,favorite_count,favorited,retweeted,possibly_sensitive,num_hashtags,num_urls,num_mentions,created_at,timestamp,crawled_at,updated
451,RT @questlove: we owe De La Soul hip hop. you hear me? WE OWE DE LA SOUL!!!!!! http://t.co/XgctsheLEP ----let this be the new precedent!! #…,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,5.83E+17,,SILK,,542,0,0,,,,1,1,1,Mon Mar 30 22:16:33 +0000 2015,42094.01149,42125.5398,42125.5398
452,"RT @elonmusk: Major new Tesla product line -- not a car -- will be unveiled at our Hawthorne Design Studio on Thurs 8pm, April 30","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,5.83E+17,,JPN,,7628,0,0,,,NULL,0,0,1,Mon Mar 30 18:59:12 +0000 2015,42093.87444,42125.5398,42125.5398
453,Anyone in the Glen Park neighbourhood  able to come give our car a jump right now? Red car next to the BART.#fb,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,BTM,,1,0,0,,,NULL,1,0,0,Mon Mar 30 18:28:24 +0000 2015,42093.85306,42125.5398,42125.5398
454,RT @chrisrock: Thank you president Obama http://t.co/PgFJCCyRTa,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,5.83E+17,,JNR,,10511,0,0,,,,0,0,1,Mon Mar 30 17:41:15 +0000 2015,42093.82031,42125.5398,42125.5398
455,"RT @allaboutgeorge: ""Third Door Media generates income in three diverse ways: direct ads on our sites; lead generation and conferences"" htt…","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,5.82E+17,,BTM,,1,0,0,,,,0,1,1,Mon Mar 30 16:37:16 +0000 2015,42093.77588,42125.5398,42125.5398
456,@sportjules thanks,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.83E+17,2582665099,sportjules,0,,RRN,,0,0,0,,,NULL,0,0,1,Mon Mar 30 15:56:41 +0000 2015,42093.7477,42125.5398,42125.5398
457,RT @kthalps: Listen to @morningJewshow segment now on @wbai http://t.co/Jgs4c6i7Dj. @heathr &amp; I talk @lenadunham scandal &amp; @ADL_National's …,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,5.82E+17,,BSK,,2,0,0,,,,0,1,6,Mon Mar 30 15:23:34 +0000 2015,42093.7247,42125.5398,42125.5398
458,Night good people. #fb,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,JPN,,0,0,0,,,NULL,1,0,0,Mon Mar 30 07:44:08 +0000 2015,42093.40565,42125.5398,42125.5398
459,@musingvirtual @katebornstein So sorry it's hard. Sending much love.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,8304842,musingvirtual,0,,RRN,,0,0,1,,,NULL,0,0,2,Mon Mar 30 06:46:35 +0000 2015,42093.36568,42125.5398,42125.5398
460,@katebornstein was just talking about this in the workshop of my show tonight!,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,16092470,katebornstein,0,,BSK,,0,0,1,,,NULL,0,0,1,Mon Mar 30 06:46:11 +0000 2015,42093.36541,42125.5398,42125.5398
461,So many brave souls standing up to Lena Dunham. Surely this means we'll never see another Holocaust. #fb,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,RRN,,0,0,2,,,NULL,1,0,0,Mon Mar 30 06:07:23 +0000 2015,42093.33846,42125.5398,42125.5398
462,Have never had more gentile people decide to tell me what's anti-Semitic in my life. #fb,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,JPN,,0,0,0,,,NULL,1,0,0,Mon Mar 30 06:05:43 +0000 2015,42093.3373,42125.5398,42125.5398
463,Feeling really good about creating a space for owning up to loss honestly in public. Everything Is Subject to Change is coming along #EISTC,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,KOR,,0,0,0,,,NULL,1,0,0,Mon Mar 30 05:52:40 +0000 2015,42093.32824,42125.5398,42125.5398
464,"Great Everything Is Subject to Change workshop tonight. Interactive shows have surprises. Tonight, a cat bit me during the show.#fb","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,BTM,,0,0,1,,,NULL,1,0,0,Mon Mar 30 05:47:47 +0000 2015,42093.32485,42125.5398,42125.5398
465,@sportjules Thanks Julia! I did them as part of the Seder performing today @CityWineryNapa . Thx for the nice words. I'll make a blog post.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,2582665099,sportjules,0,,SILK,,0,0,1,,,NULL,0,0,2,Mon Mar 30 05:38:21 +0000 2015,42093.3183,42125.5398,42125.5398
466,"Thanks @CityWineryNapa , it was fun performing at your Seder today as always.#fb","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,HSR,,0,0,0,,,NULL,1,0,1,Mon Mar 30 01:27:45 +0000 2015,42093.14427,42125.5398,42125.5398
467,10. The 150k costing of the first born. #SanFranciscoplagues,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,SILK,,0,0,3,,,NULL,1,0,0,Sun Mar 29 23:43:03 +0000 2015,42093.07156,42125.5398,42125.5398
468,9. Gay people leaving. Why dance?,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,RRN,,0,0,3,,,NULL,0,0,0,Sun Mar 29 23:39:08 +0000 2015,42093.06884,42125.5398,42125.5398
469,"8. If there's no water I'll just drink coffee. An entire generation said ""Fuck politics, we're going to perfect coffee."" And they did.","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,BSK,,1,0,6,,,NULL,0,0,0,Sun Mar 29 23:34:35 +0000 2015,42093.06568,42125.5398,42125.5398
470,7. Sun. No worry. Doesn't water come from Whole Foods? #SanFranciscoplagues,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,JPN,,0,0,4,,,NULL,1,0,0,Sun Mar 29 23:33:40 +0000 2015,42093.06505,42125.5398,42125.5398
471,6. Condo infestation. Are even the vineyards immune? #SanFranciscoplagues,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,JPN,,0,0,3,,,NULL,1,0,0,Sun Mar 29 23:32:15 +0000 2015,42093.06406,42125.5398,42125.5398
472,5. Salted caramel ice cream. Waiting in line for 3 hours to eat used to be called communism. #SanFranciscoplagues,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,BTM,,0,0,5,,,NULL,1,0,0,Sun Mar 29 23:29:59 +0000 2015,42093.06249,42125.5398,42125.5398
473,4. Gluten #SanFranciscoplagues,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,BTM,,0,0,4,,,NULL,1,0,0,Sun Mar 29 23:29:08 +0000 2015,42093.0619,42125.5398,42125.5398
474,3. Selfie stick. You never need to talk to another stranger in person again. #SanFranciscoplagues,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,SILK,,0,0,4,,,NULL,1,0,0,Sun Mar 29 23:28:40 +0000 2015,42093.06157,42125.5398,42125.5398
475,2. Everybody gets iPhones. You need for nothing else. #SanFranciscoplagues,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,RRN,,0,0,4,,,NULL,1,0,0,Sun Mar 29 23:28:00 +0000 2015,42093.06111,42125.5398,42125.5398
476,Happy Pesach people: the 10 plagues of San Francisco. 1. Small plates restaurants. They suck you in. Only 12$? It'll be fine.,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,JPN,,0,0,4,,,NULL,0,0,0,Sun Mar 29 23:27:00 +0000 2015,42093.06042,42125.5398,42125.5398
477,@sandyanne57 member of the tribe,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,825907650,sandyanne57,0,,BTM,,0,0,1,,,NULL,0,0,1,Sun Mar 29 23:25:48 +0000 2015,42093.05958,42125.5398,42125.5398
478,@sandyanne57 also you're totally an honorary MOT,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,825907650,sandyanne57,0,,RRN,,0,0,1,,,NULL,0,0,1,Sun Mar 29 22:58:18 +0000 2015,42093.04049,42125.5398,42125.5398
479,@sandyanne57 it's the Napa Valley. It's good wine and the audience is getting happy.,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,825907650,sandyanne57,0,,SILK,,0,0,1,,,NULL,0,0,1,Sun Mar 29 22:57:48 +0000 2015,42093.04014,42125.5398,42125.5398
480,@sandyanne57 thanks Sandra! This Seder/show has 8 glasses of wine instead of 4,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,825907650,sandyanne57,0,,HSR,,0,0,1,,,NULL,0,0,1,Sun Mar 29 22:24:59 +0000 2015,42093.01735,42125.5398,42125.5398
481,"Getting ready to perform at citywinery in Napa, the old Napa Valley Opera House #afternooncomedy https://t.co/egjnieWMO7","<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",678033,,0,0,,0,,HSR,,0,0,0,,,,1,1,0,Sun Mar 29 21:11:41 +0000 2015,42092.96645,42125.5398,42125.5398
482,"RT @PattyArquette: Report: U.S. Soldiers, Contractors Sexually Abused 54 Children in Colombia http://t.co/kzBhvZz3JC via @democracynow","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,5.82E+17,,JPN,,42,0,0,,,,0,1,2,Sun Mar 29 20:54:15 +0000 2015,42092.95434,42125.5398,42125.5398
483,Night good people. #fb,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,ATB,,0,0,1,,,NULL,1,0,0,Sun Mar 29 08:26:55 +0000 2015,42092.43536,42125.5398,42125.5398
484,RT @cbcasithappens: Scott Bonner wins Lemony Snicket prize for keeping @fergusonlibrary open during unrest. Our November inv w/ Scott: http…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,BTM,,7,0,0,,,,0,1,2,Sun Mar 29 07:10:30 +0000 2015,42092.38229,42125.5398,42125.5398
485,RT @allisonkilkenny: Do watch @LastWeekTonight's segment on Municipal fines AKA #Shutdownthefuckbarrel AKA Debtors' Prisons https://t.co/dk…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.80E+17,,JNR,,53,0,0,,,,1,1,2,Sun Mar 29 06:55:39 +0000 2015,42092.37198,42125.5398,42125.5398
486,Thinking about thinning my twitter feed down to just @Sherman_Alexie .,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,JNR,,0,0,1,,,NULL,0,0,1,Sun Mar 29 06:03:57 +0000 2015,42092.33608,42125.5398,42125.5398
487,"RT @Sherman_Alexie: In conservative parlance, ""job creator"" means ""rich enough to hire more people &amp; pay them better but hides cash oversea…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.74E+17,,ATB,,118,0,0,,,NULL,0,0,1,Sun Mar 29 06:03:24 +0000 2015,42092.33569,42125.5398,42125.5398
488,"RT @CBR: EXCLUSIVE: @marikotamaki Casts #TMNT's Casey &amp; April As ""Lovers In A Dangerous Time"" http://t.co/qV9IUNABOh http://t.co/XctSO774eq","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.78E+17,,JPN,,7,0,0,,,,1,1,2,Sun Mar 29 05:42:37 +0000 2015,42092.32126,42125.5398,42125.5398
489,RT @nytimes: Harper Lee's new novel now has a cover design. “It was hard to pick just one iconic image to represent the book” http://t.co/p…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.81E+17,,BTM,,170,0,0,,,,0,1,1,Sun Mar 29 05:41:07 +0000 2015,42092.32022,42125.5398,42125.5398
490,RT @nytimes: Rethinking what it means to be Canadian http://t.co/Kr2HYWpwSx http://t.co/gvAzfY0M2S,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,SILK,,207,0,0,,,,0,1,1,Sun Mar 29 05:24:21 +0000 2015,42092.30858,42125.5398,42125.5398
491,1st time I used subvert in something #packing #feminism https://t.co/zOJOaxcMr3,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",678033,,0,0,,0,,ATB,,0,0,0,,,,2,1,0,Sun Mar 29 02:58:29 +0000 2015,42092.20728,42125.5398,42125.5398
492,Back after 20 years. #hockey https://t.co/7Hgxta8DrF,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",678033,,0,0,,0,,BTM,,0,0,1,,,,1,1,0,Sun Mar 29 02:57:44 +0000 2015,42092.20676,42125.5398,42125.5398
493,RT @morningJewshow: We take on the Anti-Defamation League and sundry others calling @lenaduna 's recent @newyorker piece anti-Semitic http…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,SILK,,2,0,0,,,,0,1,2,Sat Mar 28 23:17:13 +0000 2015,42092.01196,42125.5398,42125.5398
494,RT @liberationnyc: Everything that's wrong with NYC summed up in one photo @Eventphotosnyc: Friday night #eastvillage @evgrieve http://t.co…,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,BTM,,137,0,0,,,,1,0,3,Sat Mar 28 22:50:31 +0000 2015,42091.99341,42125.5398,42125.5398
495,If Dunham's piece was done by Phyllis Diller about her husband in 68 no one would care. Or Philip Roth about his Jewish girlfriend.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,BTM,,0,0,2,,,NULL,0,0,0,Sat Mar 28 21:55:56 +0000 2015,42091.95551,42125.5398,42125.5398
496,Can't wait to see how the blogosphere and @Haaretz @time etc react to the next Jewish mother/ Jewish wife joke. Predicting crickets.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,HSR,,0,0,0,,,NULL,0,0,2,Sat Mar 28 21:53:01 +0000 2015,42091.95348,42125.5398,42125.5398
497,Now Facebook ownership shows it's head on Instagram: the notification that never goes away no matter… https://t.co/Y1jSj5xRqq,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",678033,,0,0,,0,,JNR,,0,0,0,,,,0,1,0,Sat Mar 28 20:29:37 +0000 2015,42091.89557,42125.5398,42125.5398
498,@thejeffdavidson @kthalps @dceiver @lenadunham @morningJewshow it's a thrill to have a straight man leave me alone :) Also I'm pro-Halper,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,23616269,thejeffdavidson,0,,BTM,,0,0,0,,,NULL,0,0,5,Sat Mar 28 18:22:56 +0000 2015,42091.80759,42125.5398,42125.5398
499,@Tristanshouts thanks!,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,38333667,Tristanshouts,0,,RRN,,0,0,1,,,NULL,0,0,1,Sat Mar 28 18:20:48 +0000 2015,42091.80611,42125.5398,42125.5398
500,#ThankYouEllenPao . An early Valley job I had a colleague who studiously avoided sharing contacts or introductions with me. He's a VC now.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,JPN,,2,0,7,,,NULL,1,0,0,Sat Mar 28 07:04:39 +0000 2015,42091.33656,42125.5398,42125.5398
501,"@michaelaWat Oy, like they've never seen Seinfeld, check our latest ep @morningJewshow on this (open invite to you!) http://t.co/3oh4XCBeZl","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,79699927,michaelaWat,0,,KOR,,0,0,0,,,,0,1,2,Sat Mar 28 02:25:24 +0000 2015,42091.14264,42125.5398,42125.5398
502,"The #ellenpao loss, like the #Prop8 and #AnitaHill losses before it will probably galvanize even more people and lead to much bigger change.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,KOR,,2,0,4,,,NULL,3,0,0,Sat Mar 28 01:04:17 +0000 2015,42091.08631,42125.5398,42125.5398
503,Kleiner won the battle and lost the war. Except the didn't because in the long run a more diverse honest investment field is better.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,KOR,,0,0,2,,,NULL,0,0,0,Sat Mar 28 00:53:31 +0000 2015,42091.07883,42125.5398,42125.5398
504,RT @dhaliwalmk: Why the #ellenpao verdict is not a loss for women. Smartest write up yet by @ktbenner http://t.co/bZeDRSlveX,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,RRN,,20,0,0,,,,1,1,2,Sat Mar 28 00:49:59 +0000 2015,42091.07638,42125.5398,42125.5398
505,@ekp you are one tough cookie. Thank you.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,6655612,ekp,0,,BSK,,0,0,0,,,NULL,0,0,1,Sat Mar 28 00:49:00 +0000 2015,42091.07569,42125.5398,42125.5398
506,@thejeffdavidson no kidding.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,23616269,thejeffdavidson,0,,JNR,,0,0,0,,,NULL,0,0,1,Sat Mar 28 00:48:10 +0000 2015,42091.07512,42125.5398,42125.5398
507,"RT @CaseyMalone: @heathr ""What if we hire a woman and she sues us! Think of the time it'll take to crush her in court.""","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,HSR,,2,0,0,,,NULL,0,0,2,Sat Mar 28 00:31:13 +0000 2015,42091.06334,42125.5398,42125.5398
508,@SuziSteffen thanks Suzi you're very kind,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,16499655,SuziSteffen,0,,BTM,,0,0,0,,,NULL,0,0,1,Sat Mar 28 00:28:25 +0000 2015,42091.0614,42125.5398,42125.5398
509,@thejeffdavidson @morningJewshow what am I chopped liver? @kthalps . And @lenadunham is a babe.,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,5.82E+17,23616269,thejeffdavidson,0,,KOR,,0,0,1,,,NULL,0,0,4,Sat Mar 28 00:27:57 +0000 2015,42091.06108,42125.5398,42125.5398
510,MT @thejeffdavidson:@heathr @morningJewshow Many wmn have an intense love for their dogs. Comparison is not necessarily an insult.” @kthalps,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,RRN,,0,0,0,,,NULL,0,0,4,Sat Mar 28 00:06:01 +0000 2015,42091.04584,42125.5398,42125.5398
511,"“@thejeffdavidson: @heathr @morningJewshow Dunham &amp; Halper both talented, cute, funny. Lena is a meeskite. Katie is kinda hot.” @kthalps","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>",678033,,0,0,,0,,HSR,,0,0,0,,,NULL,0,0,4,Sat Mar 28 00:05:08 +0000 2015,42091.04523,42125.5398,42125.5398
512,"""Now no one will hire women"" whisper VCs and angels firms already not hiring women. #ellenpao#fb","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,BSK,,0,0,0,,,NULL,2,0,0,Fri Mar 27 22:28:27 +0000 2015,42090.97809,42125.5398,42125.5398
513,The thing is that any woman who's dealt with VCs knows this stuff is rampant and the water we swim in. And this case has been a gauntlet.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,JPN,,0,0,1,,,NULL,0,0,0,Fri Mar 27 21:47:59 +0000 2015,42090.94999,42125.5398,42125.5398
514,... this wasn't the case. Felt Pao lost the case on her cross-exam and credibility mistakes were made in the response.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,ATB,,0,0,0,,,NULL,0,0,0,Fri Mar 27 21:47:19 +0000 2015,42090.94953,42125.5398,42125.5398
515,"My employment discrimination atty friend who was in courtroom expected a loss. There's lots of discrimination out there, she said...","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,ATB,,0,0,1,,,NULL,0,0,0,Fri Mar 27 21:46:51 +0000 2015,42090.9492,42125.5398,42125.5398
516,RT @michellequinn: #Kleiner.  Nine. That's the number we are trying to reach. Nine jurors have to agree on the retaliation claim.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,ATB,,1,0,0,,,NULL,1,0,1,Fri Mar 27 21:46:00 +0000 2015,42090.94861,42125.5398,42125.5398
517,"RT @michellequinn: #Kleiner We are in limbo here, waiting in the halls. But the essence is Pao lost.","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,JPN,,5,0,0,,,NULL,1,0,1,Fri Mar 27 21:45:32 +0000 2015,42090.94829,42125.5398,42125.5398
518,RT @michellequinn: #Kleiner. She loses on everything. No gender discrimination and no retaliation. No polling the jurors.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,KOR,,14,0,0,,,NULL,1,0,1,Fri Mar 27 21:16:29 +0000 2015,42090.92811,42125.5398,42125.5398
519,"RT @michellequinn: #Kleiner. Juror 5, a man, says Yes to everything. Juror 6, a man, No, to everything. They only needed nine people to agr…","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,JNR,,2,0,0,,,NULL,1,0,1,Fri Mar 27 21:15:21 +0000 2015,42090.92733,42125.5398,42125.5398
520,@coreyjf It's COMEDY.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,7574702,coreyjf,0,,RRN,,0,0,0,,,NULL,0,0,1,Fri Mar 27 21:01:17 +0000 2015,42090.91756,42125.5398,42125.5398
521,@daphne_noon @TwoBodyProblem @emilynussbaum I have no idea. But she's plenty Jewish for me. Also...nobody says they're not Jewish like Jews.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,126718987,daphne_noon,0,,BSK,,0,0,1,,,NULL,0,0,3,Fri Mar 27 20:56:29 +0000 2015,42090.91422,42125.5398,42125.5398
522,@coreyjf maybe very literal? I don't know. You know yourself best.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,7574702,coreyjf,0,,JNR,,0,0,0,,,NULL,0,0,1,Fri Mar 27 20:55:52 +0000 2015,42090.9138,42125.5398,42125.5398
523,@415Bethany I do a show called @morningJewshow . I make fun of Jews every week.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,140310888,415Bethany,0,,JPN,,0,0,0,,,NULL,0,0,2,Fri Mar 27 20:54:58 +0000 2015,42090.91317,42125.5398,42125.5398
524,@415Bethany BA I love you but that's not my point. Please re-read. Think about the context.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,140310888,415Bethany,0,,JPN,,0,0,0,,,NULL,0,0,1,Fri Mar 27 20:54:35 +0000 2015,42090.91291,42125.5398,42125.5398
525,@coreyjf the uproar itself is misogynistic.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,7574702,coreyjf,0,,JNR,,0,0,0,,,NULL,0,0,1,Fri Mar 27 20:53:51 +0000 2015,42090.9124,42125.5398,42125.5398
526,@coreyjf I'm saying go back to New York Stories or Whore of Mensa coming out and tell me there was this uproar. Yeah right.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,7574702,coreyjf,0,,BSK,,0,0,0,,,NULL,0,0,1,Fri Mar 27 20:53:42 +0000 2015,42090.91229,42125.5398,42125.5398
527,@fredericg did the producer of Rock's show feel bullied into making a statement? I dont' think so. Plus it's funny. And the bit killed.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,1049321,fredericg,0,,SILK,,0,0,0,,,NULL,0,0,1,Fri Mar 27 20:52:52 +0000 2015,42090.91171,42125.5398,42125.5398
528,28. In other words it's not a comedy problem y'all are angry about.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,HSR,,0,0,1,,,NULL,0,0,0,Fri Mar 27 20:49:56 +0000 2015,42090.90968,42125.5398,42125.5398
529,"27. If you are enraged about @Lenadunham 's piece then you need to be enraged about Chris Rock's ""keep your daughter off the pole"" bit","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,0,,JNR,,0,0,0,,,NULL,0,0,1,Fri Mar 27 20:49:18 +0000 2015,42090.90924,42125.5398,42125.5398
530,"RT @emilynussbaum: Anyway, FWIW, here's the exceedingly Jewy @heathr discussing the Dunham column on Morning Jew: http://t.co/KgDRdofPet","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,0,0,,5.82E+17,,KOR,,4,0,0,,,,0,1,2,Fri Mar 27 20:47:08 +0000 2015,42090.90773,42125.5398,42125.5398
531,@emilynussbaum @avidlearner30 just don't get to use that word very often. 3 mitzvah points Nussbaum.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,12096202,emilynussbaum,0,,KOR,,0,0,0,,,NULL,0,0,2,Fri Mar 27 20:46:47 +0000 2015,42090.90749,42125.5398,42125.5398
532,@coreyjf the response to Dunham is arguably misogynistic. Unless you think people used  to be this flipped out about Woody Allen's work,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,7574702,coreyjf,0,,JNR,,0,0,1,,,NULL,0,0,1,Fri Mar 27 20:46:20 +0000 2015,42090.90718,42125.5398,42125.5398
533,@coreyjf it's inside Corey. It's a different ballgame. Unless you wanna call Chris Rocks' work racist which is meshugenah.,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",678033,,5.82E+17,7574702,coreyjf,0,,JPN,,0,0,0,,,NULL,0,0,1,Fri Mar 27 20:45:23 +0000 2015,42090.90652,42125.5398,42125.5398
